motion;docdate
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201718/mot-201718-UU-02681.xml;2017-10-04
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201819/mot-201819-CU-03043.xml;2019-03-26
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201819/mot-201819-TU-02899.xml;2018-11-30
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201819/mot-201819-UbU-02933.xml;2018-11-30
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201920/mot-201920-SoU-02399.xml;2019-10-03
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201920/mot-201920-TU-00896.xml;2019-10-01
https://github.com/swerik-project/riksdagen-motions/blob/main/data/201920/mot-201920-UbU-00052.xml;2019-09-18
https://github.com/swerik-project/riksdagen-motions/blob/main/data/202021/mot-202021-KU-02266.xml;2020-10-05
https://github.com/swerik-project/riksdagen-motions/blob/main/data/202021/mot-202021-SkU-03220.xml;2020-10-06
https://github.com/swerik-project/riksdagen-motions/blob/main/data/202021/mot-202021-SoU-01758.xml;2020-10-02
https://github.com/swerik-project/riksdagen-motions/blob/main/data/202122/mot-202122-CU-01505.xml;2021-09-30
https://github.com/swerik-project/riksdagen-motions/blob/main/data/202122/mot-202122-NU-00397.xml;2021-09-24
https://github.com/swerik-project/riksdagen-motions/blob/main/data/202122/mot-202122-SfU-02928.xml;2021-10-04
https://github.com/swerik-project/riksdagen-motions/blob/main/data/202223/mot-202223-CU-01899.xml;2022-11-23
https://github.com/swerik-project/riksdagen-motions/blob/main/data/202223/mot-202223-SoU-00085.xml;2022-11-15
https://github.com/swerik-project/riksdagen-motions/blob/main/data/202223/mot-202223-UbU-02079.xml;2022-11-23
https://github.com/swerik-project/riksdagen-motions/blob/main/data/202324/mot-202324-CU-02193.xml;2023-10-05
https://github.com/swerik-project/riksdagen-motions/blob/main/data/202324/mot-202324-SoU-02653.xml;2023-10-05
https://github.com/swerik-project/riksdagen-motions/blob/main/data/202324/mot-202324-TU-01997.xml;2023-10-05
